Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
main_wing,452.260342,398.305541,103.568793,96.523800
tail,91.553559,84.395547,9.397455,9.167105
tail,91.553559,84.395547,9.397455,9.167105
Fuselage,361.419436,334.158607,402.463217,393.772149
Right_Boom,143.592730,133.606163,55.411693,54.559843
Left_Boom,143.592730,133.606163,55.411693,54.559843
Left_Skid,11.904798,11.876853,0.862330,0.862330
Right_Skid,11.904798,11.876853,0.862330,0.862330
Front_strut,1.541249,1.370948,0.037582,0.035376
Front_strut,1.541249,1.370948,0.037582,0.035376
Rear_Strut,1.553650,1.490540,0.038123,0.038123
Rear_Strut,1.553650,1.490540,0.038123,0.038123
Front_Left,17.476001,17.476001,2.087244,2.087244
Front_Left,17.476001,17.476001,2.087244,2.087244
Front_Right,17.476001,17.476001,2.087244,2.087244
Front_Right,17.476001,17.476001,2.087244,2.087244
Back_Right,17.476001,17.476001,2.087244,2.087244
Back_Right,17.476001,17.476001,2.087244,2.087244
Back_Left,17.476001,17.476001,2.087244,2.087244
Back_Left,17.476001,17.476001,2.087244,2.087244
Pusher_Prop,2.326362,2.326362,0.048836,0.048836
Pusher_Prop,2.326362,2.326362,0.048836,0.048836
Pusher_Prop,2.326362,2.288141,0.048836,0.048836
Totals,1460.758840,1344.693120,654.370832,636.465960

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
main_wing_Surf0,226.130171,199.152770
main_wing_Surf1,226.130171,199.152770
tail_Surf0,91.553559,84.395547
tail_Surf1,91.553559,84.395547
Fuselage_Surf0,361.419436,334.158607
Right_Boom_Surf0,143.592730,133.606163
Left_Boom_Surf0,143.592730,133.606163
Left_Skid_Surf0,11.904798,11.876853
Right_Skid_Surf0,11.904798,11.876853
Front_strut_Surf0,1.541249,1.370948
Front_strut_Surf1,1.541249,1.370948
Rear_Strut_Surf0,1.553650,1.490540
Rear_Strut_Surf1,1.553650,1.490540
Front_Left_Surf0,17.476001,17.476001
Front_Left_Surf1,17.476001,17.476001
Front_Right_Surf0,17.476001,17.476001
Front_Right_Surf1,17.476001,17.476001
Back_Right_Surf0,17.476001,17.476001
Back_Right_Surf1,17.476001,17.476001
Back_Left_Surf0,17.476001,17.476001
Back_Left_Surf1,17.476001,17.476001
Pusher_Prop_Surf0,2.326362,2.326362
Pusher_Prop_Surf1,2.326362,2.326362
Pusher_Prop_Surf2,2.326362,2.288141
