Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
Main_Wing,799.305799,663.531582,220.641241,186.129686
Horizontal_Stabilizer,160.047014,125.008769,22.678470,18.000600
Vertical_Stabilizer,114.280190,98.357590,22.134663,19.359322
Fuselage,896.135405,860.945444,1203.396992,1174.873846
Nacelles,107.678096,107.678096,19.902762,19.902762
Nacelles,107.678096,107.678096,19.902762,19.902762
Totals,2185.124600,1963.199578,1508.656892,1438.168980

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
Main_Wing_S_Surf0,399.652899,331.765791
Main_Wing_S_Surf1,399.652899,331.765791
Horizontal_Stabilizer_S_Surf0,80.023507,62.504385
Horizontal_Stabilizer_S_Surf1,80.023507,62.504385
Vertical_Stabilizer_S_Surf0,114.280190,98.357590
Fuselage_S_Surf0,896.135405,860.945444
Nacelles_S_Surf0,107.678096,107.678096
Nacelles_S_Surf1,107.678096,107.678096
