Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
main_wing,261.912571,225.682666,36.392194,32.020477
horizontal_stabilizer,84.465380,71.617967,7.169852,6.207706
vertical_stabilizer,77.757051,56.813308,11.595433,8.651173
turbofan_1,33.464026,33.450585,13.591953,13.591953
turbofan_2,33.464026,33.450585,13.591953,13.591953
fuselage,403.444028,388.306424,350.533677,344.507538
Totals,894.507081,809.321535,432.875063,418.570801

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
main_wing_Surf0,130.956285,112.841333
main_wing_Surf1,130.956285,112.841333
horizontal_stabilizer_Surf0,42.232690,35.808983
horizontal_stabilizer_Surf1,42.232690,35.808983
vertical_stabilizer_Surf0,77.757051,56.813308
turbofan_1_Surf0,33.464026,33.450585
turbofan_2_Surf0,33.464026,33.450585
fuselage_Surf0,403.444028,388.306424
